"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","RNA_snn_res.0.8","seurat_clusters"
"cell_1606","cell",4987,2427,1.3234409464608,"1","1"
"cell_1607","cell",4983,2518,0.381296407786474,"0","0"
"cell_1608","cell",4985,2468,0.200601805416249,"0","0"
"cell_1609","cell",4986,2395,0.0601684717208183,"1","1"
"cell_1610","cell",4977,2592,1.36628491058871,"5","5"
"cell_1611","cell",4976,2404,0.221061093247588,"0","0"
"cell_1612","cell",4973,2589,0.402171727327569,"4","4"
"cell_1613","cell",4969,2489,0.160998188770376,"1","1"
"cell_1614","cell",4968,2570,0.684380032206119,"1","1"
"cell_1615","cell",4965,2777,0.886203423967774,"1","1"
"cell_1616","cell",4960,2009,0.32258064516129,"0","0"
"cell_1617","cell",4955,2427,2.13925327951564,"1","1"
"cell_1618","cell",4953,2435,0.92873006258833,"3","3"
"cell_1619","cell",4955,2500,0.383451059535822,"0","0"
"cell_1620","cell",4951,2539,2.12078368006463,"4","4"
"cell_1621","cell",4952,2023,0.888529886914378,"0","0"
"cell_1622","cell",4944,1653,1.17313915857605,"0","0"
"cell_1623","cell",4942,2445,0.141643059490085,"2","2"
"cell_1624","cell",4936,2531,0.141815235008104,"0","0"
"cell_1625","cell",4938,2199,0.0405022276225192,"3","3"
"cell_1626","cell",4933,2672,0.750050679099939,"1","1"
"cell_1627","cell",4927,2575,1.07570529734118,"1","1"
"cell_1628","cell",4921,2736,0,"3","3"
"cell_1629","cell",4909,2552,1.38521083723773,"2","2"
"cell_1630","cell",4898,2209,0.244997958350347,"0","0"
"cell_1631","cell",4897,2136,0.367571982846641,"0","0"
"cell_1632","cell",4893,2531,1.4510525240139,"2","2"
"cell_1633","cell",4879,2447,0.184464029514245,"1","1"
"cell_1634","cell",4877,2541,3.01414804182899,"0","0"
"cell_1635","cell",4869,2485,1.5608954610803,"4","4"
"cell_1636","cell",4870,2358,0.205338809034908,"3","3"
"cell_1637","cell",4870,2492,0.574948665297741,"4","4"
"cell_1638","cell",4867,2498,0.0410930758167249,"1","1"
"cell_1639","cell",4866,2537,0.390464447184546,"0","0"
"cell_1640","cell",4862,2749,1.58371040723982,"4","4"
"cell_1641","cell",4863,2646,0.4523956405511,"5","5"
"cell_1642","cell",4856,2475,0.391268533772652,"2","2"
"cell_1643","cell",4848,2636,1.23762376237624,"6","6"
"cell_1644","cell",4846,2485,2.62071811803549,"4","4"
"cell_1645","cell",4838,2321,0.268706076891277,"3","3"
"cell_1646","cell",4829,2459,0.579830192586457,"1","1"
"cell_1647","cell",4830,2513,0.476190476190476,"5","5"
"cell_1648","cell",4826,2605,1.88561956071281,"6","6"
"cell_1649","cell",4821,2369,0.974901472723501,"1","1"
"cell_1650","cell",4824,2607,0.0414593698175788,"1","1"
"cell_1651","cell",4827,2204,2.1752641392169,"5","5"
"cell_1652","cell",4819,2504,0.269765511516912,"3","3"
"cell_1653","cell",4816,2581,0.456810631229236,"1","1"
"cell_1654","cell",4815,2373,0.207684319833853,"0","0"
"cell_1655","cell",4808,2453,0.291181364392679,"1","1"
"cell_1656","cell",4809,2291,0.228737783322936,"0","0"
"cell_1657","cell",4806,2560,0.187265917602996,"4","4"
"cell_1658","cell",4802,2599,1.39525197834236,"2","2"
"cell_1659","cell",4801,2452,0.70818579462612,"5","5"
"cell_1660","cell",4799,2373,0.520941862888102,"3","3"
"cell_1661","cell",4791,2483,0.0834898768524316,"0","0"
"cell_1662","cell",4775,2267,0.272251308900524,"4","4"
"cell_1663","cell",4770,2393,0.775681341719078,"2","2"
"cell_1664","cell",4773,2241,1.65514351560863,"1","1"
"cell_1665","cell",4766,2586,1.78346621905162,"2","2"
"cell_1666","cell",4768,2436,1.78271812080537,"5","5"
"cell_1667","cell",4763,2423,2.41444467772412,"5","5"
"cell_1668","cell",4756,2388,2.8174936921783,"4","4"
"cell_1669","cell",4756,2578,0.546677880571909,"6","6"
"cell_1670","cell",4754,2574,0.399663441312579,"5","5"
"cell_1671","cell",4749,2499,0.315855969677827,"4","4"
"cell_1672","cell",4748,2585,0.67396798652064,"1","1"
"cell_1673","cell",4737,2724,1.3299556681444,"2","2"
"cell_1674","cell",4736,2394,0.253378378378378,"3","3"
"cell_1675","cell",4736,2302,0.506756756756757,"4","4"
"cell_1676","cell",4735,2482,0.422386483632524,"3","3"
"cell_1677","cell",4734,2322,0.042247570764681,"0","0"
"cell_1678","cell",4732,2496,2.59932375316991,"4","4"
"cell_1679","cell",4727,2447,0.126930399830759,"3","3"
"cell_1680","cell",4726,2535,0.0846381718154888,"3","3"
"cell_1681","cell",4722,2313,0.190597204574333,"1","1"
"cell_1682","cell",4722,2470,1.715374841169,"3","3"
"cell_1683","cell",4713,2338,0.700190961171229,"1","1"
"cell_1684","cell",4710,2251,0.89171974522293,"1","1"
"cell_1685","cell",4695,2486,1.85303514376997,"2","2"
"cell_1686","cell",4691,2559,1.62012364101471,"0","0"
"cell_1687","cell",4691,2431,1.34299722873588,"4","4"
"cell_1688","cell",4684,2554,0.747224594363792,"1","1"
"cell_1689","cell",4679,2408,0.320581320795042,"4","4"
"cell_1690","cell",4671,2156,0.0428173838578463,"3","3"
"cell_1691","cell",4666,2362,0.407201028718388,"4","4"
"cell_1692","cell",4652,2357,1.6981943250215,"1","1"
"cell_1693","cell",4649,2431,0.322650032265003,"1","1"
"cell_1694","cell",4649,2322,0.408690040869004,"5","5"
"cell_1695","cell",4646,2286,0.796383986224709,"0","0"
"cell_1696","cell",4641,2410,0.215470803706098,"0","0"
"cell_1697","cell",4635,2526,1.01402373247033,"0","0"
"cell_1698","cell",4632,2560,0.453367875647668,"3","3"
"cell_1699","cell",4630,2192,0.453563714902808,"5","5"
"cell_1700","cell",4622,2579,0.475984422327997,"1","1"
"cell_1701","cell",4616,2372,0.194974003466204,"3","3"
"cell_1702","cell",4613,2416,0.606980273141123,"4","4"
"cell_1703","cell",4602,2603,0.195567144719687,"0","0"
"cell_1704","cell",4603,2350,0.0651748859439496,"0","0"
"cell_1705","cell",4599,2516,0.260926288323549,"0","0"
"cell_1706","cell",4595,2401,0.631120783460283,"1","1"
"cell_1707","cell",4591,2533,0.392071444129819,"4","4"
"cell_1708","cell",4586,2190,0.937636284343655,"0","0"
"cell_1709","cell",4588,2549,1.02441150828248,"2","2"
"cell_1710","cell",4584,2702,0.0654450261780105,"2","2"
"cell_1711","cell",4575,2394,2.44808743169399,"3","3"
"cell_1712","cell",4575,2409,0.437158469945355,"4","4"
"cell_1713","cell",4575,2657,1.2896174863388,"2","2"
"cell_1714","cell",4562,2342,0.263042525208242,"1","1"
"cell_1715","cell",4562,2484,0.920648838228847,"2","2"
"cell_1716","cell",4564,2390,1.59947414548642,"2","2"
"cell_1717","cell",4555,2491,2.28320526893524,"5","5"
"cell_1718","cell",4551,2498,0.4834102395078,"1","1"
"cell_1719","cell",4554,2809,0.263504611330698,"4","4"
"cell_1720","cell",4548,2506,0.593667546174142,"3","3"
"cell_1721","cell",4548,2313,1.34124890061566,"5","5"
"cell_1722","cell",4542,2305,0.59445178335535,"1","1"
"cell_1723","cell",4530,2536,0.507726269315673,"3","3"
"cell_1724","cell",4524,2428,2.210433244916,"4","4"
"cell_1725","cell",4521,2497,0.17695200176952,"3","3"
"cell_1726","cell",4520,2226,0.663716814159292,"2","2"
"cell_1727","cell",4516,2469,0.620017714791851,"1","1"
"cell_1728","cell",4514,2336,0.465219317678334,"1","1"
"cell_1729","cell",4503,2422,1.33244503664224,"6","6"
"cell_1730","cell",4499,2323,0.377861747054901,"0","0"
"cell_1731","cell",4497,2493,0.466977985323549,"1","1"
"cell_1732","cell",4498,2414,1.35615829257448,"6","6"
"cell_1733","cell",4493,2444,0.467393723569998,"4","4"
"cell_1734","cell",4491,2380,0.645735916276998,"4","4"
"cell_1735","cell",4488,2296,0.311942959001783,"2","2"
"cell_1736","cell",4489,2379,1.31432390287369,"5","5"
"cell_1737","cell",4487,2398,1.49320258524627,"2","2"
"cell_1738","cell",4483,2301,0.892259647557439,"1","1"
"cell_1739","cell",4482,2404,0.490852298081214,"1","1"
"cell_1740","cell",4477,2627,0.781773509046236,"3","3"
"cell_1741","cell",4474,2400,0.223513634331694,"3","3"
"cell_1742","cell",4475,2289,0.402234636871508,"2","2"
"cell_1743","cell",4471,2299,1.54327890852158,"4","4"
"cell_1744","cell",4467,2429,1.7013655697336,"6","6"
"cell_1745","cell",4467,2420,1.81329751511081,"2","2"
"cell_1746","cell",4457,2531,1.63787300875028,"4","4"
"cell_1747","cell",4450,2095,0.47191011235955,"0","0"
"cell_1748","cell",4446,2510,1.19208277103014,"1","1"
"cell_1749","cell",4445,2540,1.43982002249719,"4","4"
"cell_1750","cell",4442,2127,2.11616389013958,"5","5"
"cell_1751","cell",4440,2549,1.35135135135135,"4","4"
"cell_1752","cell",4436,2375,0.270513976555455,"1","1"
"cell_1753","cell",4432,2341,2.16606498194946,"3","3"
"cell_1754","cell",4433,2194,1.48883374689826,"5","5"
"cell_1755","cell",4421,1948,0.294051119656186,"0","0"
"cell_1756","cell",4421,2310,0.723818140692151,"0","0"
"cell_1757","cell",4414,2305,0.6343452650657,"1","1"
"cell_1758","cell",4411,2362,0.521423713443664,"1","1"
"cell_1759","cell",4406,2448,0.385837494325919,"2","2"
"cell_1760","cell",4406,2414,0.158874262369496,"3","3"
"cell_1761","cell",4405,2215,0.567536889897843,"2","2"
"cell_1762","cell",4399,2292,0.681973175721755,"2","2"
"cell_1763","cell",4394,2250,0.955848884842968,"4","4"
"cell_1764","cell",4394,2247,0,"3","3"
"cell_1765","cell",4392,2462,1.20673952641166,"2","2"
"cell_1766","cell",4387,2373,0.319124686573969,"1","1"
"cell_1767","cell",4385,2294,0.478905359179019,"5","5"
"cell_1768","cell",4384,2320,0.136861313868613,"1","1"
"cell_1769","cell",4382,2331,0.638977635782748,"4","4"
"cell_1770","cell",4372,2358,0.617566331198536,"5","5"
"cell_1771","cell",4370,2381,3.18077803203661,"6","6"
"cell_1772","cell",4365,2390,1.64948453608247,"4","4"
"cell_1773","cell",4358,2581,1.74391922900413,"4","4"
"cell_1774","cell",4355,2302,2.29621125143513,"5","5"
"cell_1775","cell",4354,2531,1.33210840606339,"1","1"
"cell_1776","cell",4355,2199,1.10218140068886,"1","1"
"cell_1777","cell",4350,2397,1.54022988505747,"2","2"
"cell_1778","cell",4348,2359,0.965961361545538,"2","2"
"cell_1779","cell",4349,2266,0.229937916762474,"0","0"
"cell_1780","cell",4345,2269,0.437284234752589,"1","1"
"cell_1781","cell",4343,2461,1.12825236011973,"4","4"
"cell_1782","cell",4343,2264,2.69399032926548,"4","4"
"cell_1783","cell",4340,2276,0.0230414746543779,"0","0"
"cell_1784","cell",4335,2370,0.922722029988466,"0","0"
"cell_1785","cell",4335,2479,1.03806228373702,"1","1"
"cell_1786","cell",4323,2256,0.115660421003932,"0","0"
"cell_1787","cell",4328,2168,0.115526802218115,"0","0"
"cell_1788","cell",4325,2321,0.254335260115607,"3","3"
"cell_1789","cell",4315,2175,1.27462340672074,"4","4"
"cell_1790","cell",4308,2636,0.882079851439183,"1","1"
"cell_1791","cell",4304,2250,1.27788104089219,"0","0"
"cell_1792","cell",4307,2133,0.696540515439981,"2","2"
"cell_1793","cell",4305,2346,0.511033681765389,"2","2"
"cell_1794","cell",4302,2127,0.697350069735007,"5","5"
"cell_1795","cell",4294,2328,0.16301816488123,"5","5"
"cell_1796","cell",4295,2427,0.768335273573923,"2","2"
"cell_1797","cell",4284,2324,0.7703081232493,"1","1"
"cell_1798","cell",4274,2474,0.280767430978007,"0","0"
"cell_1799","cell",4276,2255,0.724976613657624,"5","5"
"cell_1800","cell",4273,2367,0.748888368827522,"4","4"
"cell_1801","cell",4272,2441,0.163857677902622,"2","2"
"cell_1802","cell",4271,2245,0.421446967923203,"3","3"
"cell_1803","cell",4267,2443,0.749941410827279,"1","1"
"cell_1804","cell",4266,2142,0.187529301453352,"0","0"
"cell_1805","cell",4257,2246,0.0704721634954193,"3","3"
"cell_1806","cell",4257,2123,0.375851538642236,"1","1"
"cell_1807","cell",4243,2378,0.754183360829602,"4","4"
"cell_1808","cell",4245,2219,1.93168433451119,"4","4"
"cell_1809","cell",4237,1989,0.0236016049091338,"0","0"
"cell_1810","cell",4238,2254,0,"0","0"
"cell_1811","cell",4229,2489,0.212816268621423,"3","3"
"cell_1812","cell",4230,2337,0.283687943262411,"3","3"
"cell_1813","cell",4229,2419,0.236462520690471,"4","4"
"cell_1814","cell",4221,2346,1.44515517649846,"4","4"
"cell_1815","cell",4211,2153,0.831156494894324,"1","1"
"cell_1816","cell",4207,2241,0.499168053244592,"1","1"
"cell_1817","cell",4206,2351,1.35520684736091,"4","4"
"cell_1818","cell",4201,2335,0.0714115686741252,"1","1"
"cell_1819","cell",4200,1947,1.14285714285714,"3","3"
"cell_1820","cell",4198,2110,0.14292520247737,"1","1"
"cell_1821","cell",4193,2367,1.93179108037205,"2","2"
"cell_1822","cell",4189,2028,0.572929100023872,"4","4"
"cell_1823","cell",4186,2358,0.740563784042045,"4","4"
"cell_1824","cell",4182,2138,0.310856049736968,"2","2"
"cell_1825","cell",4172,2373,1.05465004793864,"1","1"
"cell_1826","cell",4172,2270,0.0239693192713327,"1","1"
"cell_1827","cell",4166,2187,0.672107537205953,"5","5"
"cell_1828","cell",4167,2173,0.62395008399328,"0","0"
"cell_1829","cell",4165,2387,0.936374549819928,"6","6"
"cell_1830","cell",4162,2040,0.312349831811629,"2","2"
"cell_1831","cell",4158,2185,0.88985088985089,"4","4"
"cell_1832","cell",4156,2346,1.90086621751684,"2","2"
"cell_1833","cell",4155,2270,1.20336943441637,"4","4"
"cell_1834","cell",4147,2185,0.916325054256089,"2","2"
"cell_1835","cell",4148,2240,0.38572806171649,"1","1"
"cell_1836","cell",4143,2254,0.313782283369539,"3","3"
"cell_1837","cell",4142,2241,0.627716079188798,"1","1"
"cell_1838","cell",4125,2393,2.76363636363636,"4","4"
"cell_1839","cell",4123,2265,0.266796022313849,"1","1"
"cell_1840","cell",4116,2073,1.26336248785228,"1","1"
"cell_1841","cell",4119,2094,0.436999271667881,"2","2"
"cell_1842","cell",4112,2246,0.948443579766537,"1","1"
"cell_1843","cell",4113,2105,0.316070994407975,"0","0"
"cell_1844","cell",4106,2274,1.14466634193863,"4","4"
"cell_1845","cell",4107,2231,0.0486973459946433,"0","0"
"cell_1846","cell",4103,1913,0.828661954667317,"5","5"
"cell_1847","cell",4100,2373,2.78048780487805,"5","5"
"cell_1848","cell",4100,2195,1.09756097560976,"3","3"
"cell_1849","cell",4095,2045,0.244200244200244,"1","1"
"cell_1851","cell",4090,2259,0.293398533007335,"1","1"
"cell_1852","cell",4088,1877,0.905088062622309,"0","0"
"cell_1853","cell",4084,2326,0.122428991185113,"2","2"
"cell_1854","cell",4083,2144,0.71026206220916,"2","2"
"cell_1855","cell",4085,2192,0.0734394124847001,"3","3"
"cell_1856","cell",4080,2245,0.784313725490196,"1","1"
"cell_1857","cell",4079,2464,1.39740132385389,"2","2"
"cell_1858","cell",4069,2270,1.96608503317768,"5","5"
"cell_1859","cell",4067,2269,0.172117039586919,"0","0"
"cell_1860","cell",4067,2191,0.688468158347676,"6","6"
"cell_1861","cell",4057,2364,0.51762385999507,"4","4"
"cell_1862","cell",4059,2252,0.46809559004681,"4","4"
"cell_1863","cell",4051,2218,0.715872624043446,"4","4"
"cell_1864","cell",4048,2095,0.4199604743083,"1","1"
"cell_1865","cell",4049,2084,0.444554210916276,"3","3"
"cell_1866","cell",4048,2257,0.271739130434783,"3","3"
"cell_1867","cell",4041,2239,0.321702548874041,"1","1"
"cell_1868","cell",4030,2137,1.14143920595534,"0","0"
"cell_1869","cell",4030,2146,0.992555831265509,"6","6"
"cell_1870","cell",4030,1869,2.50620347394541,"5","5"
"cell_1871","cell",4029,2033,0.173740382228841,"4","4"
"cell_1872","cell",4028,2118,0.198609731876862,"1","1"
"cell_1873","cell",4019,2278,1.16944513560587,"4","4"
"cell_1874","cell",4016,2254,0.224103585657371,"2","2"
"cell_1875","cell",4010,2216,1.39650872817955,"0","0"
"cell_1876","cell",4010,2239,2.8428927680798,"6","6"
"cell_1877","cell",4004,2145,0.4995004995005,"4","4"
"cell_1878","cell",3999,2147,0.0750187546886722,"3","3"
"cell_1879","cell",3998,1941,0,"0","0"
"cell_1880","cell",3994,2115,0.150225338007011,"1","1"
"cell_1881","cell",3995,2123,1.12640801001252,"4","4"
"cell_1882","cell",3986,2176,0.777722027094832,"1","1"
"cell_1883","cell",3984,2194,1.38052208835341,"2","2"
"cell_1884","cell",3982,2217,0.60271220492215,"4","4"
"cell_1885","cell",3959,2342,0.353624652690073,"2","2"
"cell_1886","cell",3958,2302,0.32844871147044,"3","3"
"cell_1887","cell",3958,1916,0.429509853461344,"1","1"
"cell_1888","cell",3958,2090,0.505305709954523,"0","0"
"cell_1889","cell",3955,2104,0.303413400758534,"0","0"
"cell_1890","cell",3954,2259,2.17501264542236,"2","2"
"cell_1891","cell",3954,2348,0.328780981284775,"3","3"
"cell_1892","cell",3952,2303,0.531376518218623,"2","2"
"cell_1893","cell",3948,2229,0.329280648429585,"1","1"
"cell_1894","cell",3947,2100,0.202685583987839,"1","1"
"cell_1895","cell",3945,2282,0.55766793409379,"6","6"
"cell_1896","cell",3932,1947,0.203458799593082,"5","5"
"cell_1897","cell",3924,2044,0.790010193679918,"0","0"
"cell_1898","cell",3925,2149,0.535031847133758,"2","2"
"cell_1899","cell",3920,2215,0.663265306122449,"1","1"
"cell_1900","cell",3920,2156,0.229591836734694,"4","4"
"cell_1901","cell",3915,2167,0.689655172413793,"2","2"
"cell_1902","cell",3914,2019,0.587634133878385,"0","0"
"cell_1904","cell",3909,2200,0.332565873624968,"3","3"
"cell_1905","cell",3912,2220,1.0480572597137,"2","2"
"cell_1906","cell",3907,2176,1.33094445866394,"6","6"
"cell_1907","cell",3908,2081,1.6632548618219,"2","2"
"cell_1908","cell",3901,2245,0.717764675724173,"0","0"
"cell_1909","cell",3889,2349,1.77423502185652,"3","3"
"cell_1910","cell",3893,2240,0.616491137939892,"2","2"
"cell_1911","cell",3890,2010,0.334190231362468,"4","4"
"cell_1912","cell",3888,2151,1.64609053497942,"2","2"
"cell_1913","cell",3890,2353,1.31105398457584,"2","2"
"cell_1914","cell",3881,2168,0.10306622004638,"1","1"
"cell_1915","cell",3877,2142,0.154758834150116,"3","3"
"cell_1916","cell",3877,2052,1.23807067320093,"3","3"
"cell_1917","cell",3872,2148,1.21384297520661,"2","2"
"cell_1918","cell",3864,2160,1.08695652173913,"5","5"
"cell_1919","cell",3868,2151,0.46535677352637,"1","1"
"cell_1920","cell",3862,2176,1.55359917141378,"4","4"
"cell_1921","cell",3858,2130,3.57698289269051,"2","2"
"cell_1922","cell",3857,1942,0.855587243971999,"2","2"
"cell_1923","cell",3852,2264,0.181723779854621,"2","2"
"cell_1924","cell",3852,2261,0.0778816199376947,"2","2"
"cell_1925","cell",3851,2187,0.623214749415736,"1","1"
"cell_1926","cell",3849,1974,0.987269420628735,"4","4"
"cell_1927","cell",3848,2212,0.831600831600832,"4","4"
"cell_1928","cell",3846,2153,0.31201248049922,"1","1"
"cell_1929","cell",3839,2238,2.00573065902579,"2","2"
"cell_1930","cell",3836,2049,1.43378519290928,"4","4"
"cell_1931","cell",3834,1949,0.417318727177882,"5","5"
"cell_1932","cell",3835,2160,0.730117340286832,"5","5"
"cell_1933","cell",3827,1900,0.679383328978312,"3","3"
"cell_1934","cell",3822,2061,1.1250654107797,"4","4"
"cell_1935","cell",3822,2062,0.156985871271586,"1","1"
"cell_1936","cell",3819,2198,1.49253731343284,"3","3"
"cell_1937","cell",3814,2307,0.419507079181961,"0","0"
"cell_1938","cell",3810,2036,0.57742782152231,"3","3"
"cell_1939","cell",3807,2227,0.394011032308905,"3","3"
"cell_1940","cell",3805,2078,0.919842312746386,"1","1"
"cell_1941","cell",3805,2088,0.367936925098555,"2","2"
"cell_1942","cell",3790,2235,0.29023746701847,"2","2"
"cell_1943","cell",3788,2055,0.316789862724393,"5","5"
"cell_1944","cell",3777,2057,1.21789780248875,"2","2"
"cell_1945","cell",3774,1793,0.317965023847377,"3","3"
"cell_1946","cell",3772,2240,0.848356309650053,"3","3"
"cell_1947","cell",3765,2198,0.98273572377158,"2","2"
"cell_1948","cell",3754,2043,0.879062333510922,"1","1"
"cell_1949","cell",3737,1816,0.642226384800642,"2","2"
"cell_1950","cell",3734,2103,0.374933047670059,"1","1"
"cell_1951","cell",3728,2109,1.12660944206009,"6","6"
"cell_1952","cell",3730,2198,0.0536193029490617,"1","1"
"cell_1953","cell",3729,2103,0.616787342451059,"2","2"
"cell_1954","cell",3721,2049,0.644987906476754,"1","1"
"cell_1955","cell",3718,2045,4.00753093060785,"5","5"
"cell_1956","cell",3719,1968,0.242000537778973,"2","2"
"cell_1957","cell",3718,2039,1.72135556750941,"4","4"
"cell_1958","cell",3707,2281,0.7823037496628,"3","3"
"cell_1959","cell",3714,2092,0.107700592353258,"3","3"
"cell_1960","cell",3713,2064,0.134661998384056,"1","1"
"cell_1961","cell",3707,2193,1.64553547342865,"4","4"
"cell_1962","cell",3704,2073,0.728941684665227,"5","5"
"cell_1963","cell",3703,1967,0.837159060221442,"4","4"
"cell_1964","cell",3699,2154,0.32441200324412,"6","6"
"cell_1965","cell",3698,2073,2.56895619253651,"1","1"
"cell_1966","cell",3697,2071,1.02786042737355,"0","0"
"cell_1967","cell",3698,2009,2.59599783666847,"5","5"
"cell_1968","cell",3681,2115,0.54333061668025,"4","4"
"cell_1969","cell",3680,1956,1.22282608695652,"5","5"
"cell_1970","cell",3677,1981,1.9309219472396,"2","2"
"cell_1971","cell",3674,2034,1.33369624387588,"5","5"
"cell_1972","cell",3664,2167,1.25545851528384,"1","1"
"cell_1973","cell",3663,2131,0.382200382200382,"1","1"
"cell_1974","cell",3663,2200,0.382200382200382,"1","1"
"cell_1975","cell",3656,1925,0.492341356673961,"2","2"
"cell_1976","cell",3657,1926,0.656275635767022,"0","0"
"cell_1977","cell",3650,2096,0.63013698630137,"1","1"
"cell_1978","cell",3648,2121,0.109649122807018,"0","0"
"cell_1979","cell",3644,2081,0.631174533479693,"1","1"
"cell_1980","cell",3642,2129,0.823723228995058,"2","2"
"cell_1981","cell",3644,2067,0.329308452250274,"0","0"
"cell_1982","cell",3639,1916,1.01676284693597,"4","4"
"cell_1983","cell",3640,2158,1.4010989010989,"4","4"
"cell_1984","cell",3642,1908,0.247116968698517,"0","0"
"cell_1985","cell",3642,1991,0.988467874794069,"2","2"
"cell_1986","cell",3628,2056,0.71664829106946,"2","2"
"cell_1987","cell",3620,2016,1.02209944751381,"6","6"
"cell_1988","cell",3614,2042,0.636413945766464,"0","0"
"cell_1989","cell",3610,2119,0.332409972299169,"3","3"
"cell_1990","cell",3610,2026,0.415512465373961,"4","4"
"cell_1991","cell",3609,2205,1.16375727348296,"4","4"
"cell_1992","cell",3610,1787,0.692520775623269,"1","1"
"cell_1993","cell",3610,2050,1.02493074792244,"5","5"
"cell_1994","cell",3608,1887,0.388026607538803,"0","0"
"cell_1995","cell",3602,1989,0.943920044419767,"3","3"
"cell_1996","cell",3603,1882,0.582847626977519,"5","5"
"cell_1997","cell",3598,1997,1.80655919955531,"5","5"
"cell_1998","cell",3597,1904,0.139004726160689,"0","0"
"cell_1999","cell",3593,1767,0.890620651266351,"1","1"
"cell_2000","cell",3592,1866,0.584632516703786,"3","3"
"cell_2001","cell",3588,1834,0.473801560758082,"0","0"
"cell_2002","cell",3588,2049,0.557413600891862,"2","2"
"cell_2003","cell",3583,2004,1.28384035724253,"2","2"
"cell_2004","cell",3578,2077,2.65511458915595,"5","5"
"cell_2005","cell",3575,2015,1.11888111888112,"2","2"
"cell_2006","cell",3574,1923,0.923335198656967,"5","5"
"cell_2007","cell",3572,2007,1.09182530795073,"2","2"
"cell_2008","cell",3568,1981,3.67152466367713,"5","5"
"cell_2009","cell",3561,1883,0.33698399326032,"0","0"
"cell_2010","cell",3556,1880,0.449943757030371,"4","4"
"cell_2011","cell",3553,1697,0.619195046439629,"1","1"
"cell_2012","cell",3547,2292,1.69157034113335,"4","4"
"cell_2013","cell",3546,2079,0.564015792442188,"3","3"
"cell_2014","cell",3544,1850,0.648984198645598,"1","1"
"cell_2015","cell",3544,2013,1.2979683972912,"4","4"
"cell_2016","cell",3546,2014,0.620417371686407,"1","1"
"cell_2017","cell",3541,1891,0.169443659983056,"5","5"
"cell_2018","cell",3537,2006,0.848176420695505,"2","2"
"cell_2019","cell",3530,1949,0.169971671388102,"3","3"
"cell_2020","cell",3532,1857,1.55719139297848,"2","2"
"cell_2021","cell",3532,2047,1.41562853907135,"1","1"
"cell_2022","cell",3530,2017,3.96600566572238,"1","1"
"cell_2023","cell",3530,2051,1.21813031161473,"5","5"
"cell_2024","cell",3526,1805,1.58820192853091,"3","3"
"cell_2025","cell",3520,2191,1.27840909090909,"6","6"
"cell_2026","cell",3521,2165,0.198807157057654,"2","2"
"cell_2027","cell",3522,2060,0.397501419647927,"1","1"
"cell_2028","cell",3523,2144,0.539313085438547,"3","3"
"cell_2029","cell",3517,1794,0.796133067955644,"4","4"
"cell_2030","cell",3511,1969,0.484192537738536,"4","4"
"cell_2031","cell",3507,1799,0.798403193612774,"4","4"
"cell_2032","cell",3505,1866,0.0285306704707561,"3","3"
"cell_2033","cell",3499,1697,0.0857387825092884,"1","1"
"cell_2034","cell",3494,1918,0.88723526044648,"1","1"
"cell_2035","cell",3492,2066,2.80641466208477,"1","1"
"cell_2036","cell",3481,2088,0.57454754380925,"4","4"
"cell_2037","cell",3481,1927,3.18873886814134,"5","5"
"cell_2038","cell",3478,1960,0.0862564692351926,"0","0"
"cell_2039","cell",3479,1998,0.287438919229664,"0","0"
"cell_2040","cell",3477,2102,0.316364682197297,"1","1"
"cell_2041","cell",3476,1817,0.230149597238205,"1","1"
"cell_2042","cell",3476,1776,0.834292289988492,"0","0"
"cell_2043","cell",3474,1955,1.75590097869891,"4","4"
"cell_2044","cell",3469,1726,0.0288267512251369,"5","5"
"cell_2045","cell",3468,1625,0.519031141868512,"1","1"
"cell_2046","cell",3469,2010,0.0576535024502739,"1","1"
"cell_2047","cell",3467,2035,0.288433804441881,"3","3"
"cell_2048","cell",3463,1955,0.259890268553278,"1","1"
"cell_2050","cell",3458,2052,3.23886639676113,"5","5"
"cell_2051","cell",3450,2069,0.318840579710145,"1","1"
"cell_2052","cell",3433,1861,1.31080687445383,"5","5"
"cell_2053","cell",3431,1810,0.728650539201399,"1","1"
"cell_2054","cell",3427,1991,0.0583600817041144,"0","0"
"cell_2055","cell",3428,2038,0.320886814469078,"1","1"
"cell_2056","cell",3419,1823,0.760456273764259,"2","2"
"cell_2057","cell",3419,2043,2.10587891196256,"2","2"
"cell_2058","cell",3420,2075,0.906432748538012,"4","4"
"cell_2059","cell",3419,1822,1.08218777420298,"0","0"
"cell_2060","cell",3411,1982,0.527704485488127,"0","0"
"cell_2061","cell",3412,1863,0.0293083235638921,"0","0"
"cell_2062","cell",3411,2030,0.234535326883612,"1","1"
"cell_2063","cell",3405,1899,0.704845814977974,"1","1"
"cell_2064","cell",3402,2076,1.11699000587889,"2","2"
"cell_2065","cell",3403,2069,0.11754334410814,"3","3"
"cell_2066","cell",3399,1974,1.55928214180641,"3","3"
"cell_2067","cell",3399,1891,0.970873786407767,"5","5"
"cell_2068","cell",3392,1740,2.21108490566038,"1","1"
"cell_2069","cell",3395,1674,3.240058910162,"0","0"
"cell_2070","cell",3389,1809,0.383593980525229,"3","3"
"cell_2071","cell",3388,1982,1.09208972845336,"4","4"
"cell_2072","cell",3386,2019,1.74246898995865,"4","4"
